geolocation_name,quarter_label,country,year,deflated_gdp_usd,us_cpi,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
81,4,1,2020,4069008481605.98,119.4024762808857,0,3,1,1,1,1,260.0,3,1,3,1,3,sentinel_2_23000_aichi_2020-Q4.tif,viirs_23000_aichi_2020-Q4.tif,2116.7492603262585
19,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,970.0,3,1,1,0,0,sentinel_2_davao_del_sur_2019-Q2.tif,viirs_davao_del_sur_2019-Q2.tif,196.70020988506587
48,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,780.0,2,0,2,0,0,sentinel_2_camiguin_2019-Q4.tif,viirs_camiguin_2019-Q4.tif,264.2593008649003
14,4,1,2023,3993446887350.673,140.8613862067226,0,3,1,1,1,1,450.0,3,1,1,0,5,sentinel_2_03000_iwate_2023-Q4.tif,viirs_03000_iwate_2023-Q4.tif,1663.0400265490182
107,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,270.0,2,1,3,0,1,sentinel_2_romblon_2021-Q3.tif,viirs_romblon_2021-Q3.tif,208.83028879112968
58,2,1,2021,4247588558872.2593,123.5075473904579,0,3,1,1,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2021-Q2.tif,viirs_24000_mie_2021-Q2.tif,1897.2963736134
17,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2024-Q1.tif,viirs_39000_kochi_2024-Q1.tif,1695.9626521328294
55,1,1,2021,4247588558872.2593,120.6838014481023,0,3,0,1,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2021-Q1.tif,viirs_30000_wakayama_2021-Q1.tif,1706.994656956885
39,4,0,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,240.0,2,0,2,0,4,sentinel_2_ifugao_2021-Q4.tif,viirs_ifugao_2021-Q4.tif,106.23424222830208
105,1,0,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,470.0,2,0,3,0,1,sentinel_2_guimaras_2021-Q1.tif,viirs_guimaras_2021-Q1.tif,179.26309710504154
112,3,0,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2020-Q3.tif,viirs_davao_oriental_2020-Q3.tif,175.00170592726542
8,4,1,2019,4070264756531.522,117.9406160358257,1,3,0,0,1,1,270.0,2,1,1,1,3,sentinel_2_21000_gifu_2019-Q4.tif,viirs_21000_gifu_2019-Q4.tif,1956.2359169606832
87,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2019-Q2.tif,viirs_iloilo_2019-Q2.tif,254.74739433299413
101,2,0,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,195.0,2,0,2,0,1,sentinel_2_nueva_vizcaya_2021-Q2.tif,viirs_nueva_vizcaya_2021-Q2.tif,193.36616578825567
45,3,1,2023,3993446887350.673,140.714328844415,1,3,0,0,1,1,110.0,2,0,1,1,3,sentinel_2_19000_yamanashi_2023-Q3.tif,viirs_19000_yamanashi_2023-Q3.tif,1924.601501794888
65,2,0,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,780.0,2,1,2,0,0,sentinel_2_misamis_occidental_2020-Q2.tif,viirs_misamis_occidental_2020-Q2.tif,176.6252795672407
70,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,880.0,2,1,3,1,3,sentinel_2_40000_fukuoka_2023-Q1.tif,viirs_40000_fukuoka_2023-Q1.tif,1612.498769742195
65,4,0,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,780.0,2,1,1,0,0,sentinel_2_misamis_occidental_2021-Q4.tif,viirs_misamis_occidental_2021-Q4.tif,99.64332413728388
78,3,0,2019,299682074191.28937,117.6899153350103,0,1,0,1,1,0,85.0,3,1,3,0,1,sentinel_2_batangas_2019-Q3.tif,viirs_batangas_2019-Q3.tif,185.6470047127544
8,3,1,2019,4070264756531.522,117.6899153350103,1,3,0,0,1,1,270.0,2,1,1,1,3,sentinel_2_21000_gifu_2019-Q3.tif,viirs_21000_gifu_2019-Q3.tif,2341.81133718417
93,4,0,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,480.0,2,1,2,0,1,sentinel_2_negros_occidental_2020-Q4.tif,viirs_negros_occidental_2020-Q4.tif,181.90050265832076
28,1,0,2021,332183318448.6994,120.6838014481023,1,1,1,0,1,0,285.0,2,1,3,0,1,sentinel_2_isabela_2021-Q1.tif,viirs_isabela_2021-Q1.tif,222.29563407034263
29,2,0,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,790.0,2,1,2,0,0,sentinel_2_lanao_del_norte_2021-Q2.tif,viirs_lanao_del_norte_2021-Q2.tif,166.73121159283025
46,2,0,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,280.0,3,0,2,0,4,sentinel_2_mountain_province_2021-Q2.tif,viirs_mountain_province_2021-Q2.tif,172.00322504567822
61,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,680.0,2,1,2,1,3,sentinel_2_34000_hiroshima_2024-Q1.tif,viirs_34000_hiroshima_2024-Q1.tif,1607.7791498457066
68,4,1,2019,4070264756531.522,117.9406160358257,0,3,1,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2019-Q4.tif,viirs_47000_okinawa_2019-Q4.tif,2144.440305190225
121,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,790.0,2,1,2,0,1,sentinel_2_misamis_oriental_2021-Q1.tif,viirs_misamis_oriental_2021-Q1.tif,167.83012413902233
32,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,400.0,2,1,3,0,1,sentinel_2_capiz_2021-Q3.tif,viirs_capiz_2021-Q3.tif,185.00953060941137
1,4,1,2020,4069008481605.98,119.4024762808857,1,3,0,0,1,1,370.0,2,1,1,1,3,sentinel_2_29000_nara_2020-Q4.tif,viirs_29000_nara_2020-Q4.tif,2073.215221878895
70,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2022-Q3.tif,viirs_40000_fukuoka_2022-Q3.tif,1463.7320630253628
31,2,1,2024,3928801383782.808,143.9682405014625,1,3,0,0,1,1,22.5,2,1,2,1,3,sentinel_2_11000_saitama_2024-Q2.tif,viirs_11000_saitama_2024-Q2.tif,1564.067462405411
8,1,1,2019,4070264756531.522,115.9781187205398,1,3,0,0,1,1,270.0,2,1,1,1,3,sentinel_2_21000_gifu_2019-Q1.tif,viirs_21000_gifu_2019-Q1.tif,1695.9327695887257
95,4,0,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,33.0,2,1,3,0,1,sentinel_2_cavite_2021-Q4.tif,viirs_cavite_2021-Q4.tif,207.9510763010701
31,1,1,2019,4070264756531.522,115.9781187205398,1,3,0,0,1,1,22.5,2,1,1,1,3,sentinel_2_11000_saitama_2019-Q1.tif,viirs_11000_saitama_2019-Q1.tif,1653.8919218530432
11,2,1,2020,4069008481605.98,117.7956988014519,0,3,1,1,1,1,870.0,2,1,3,1,3,sentinel_2_45000_miyazaki_2020-Q2.tif,viirs_45000_miyazaki_2020-Q2.tif,1658.7754122934427
71,2,0,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,690.0,2,1,1,0,1,sentinel_2_zamboanga_del_norte_2020-Q2.tif,viirs_zamboanga_del_norte_2020-Q2.tif,203.90959772094487
22,1,1,2019,4070264756531.522,115.9781187205398,0,3,1,1,1,1,500.0,2,1,2,1,3,sentinel_2_31000_tottori_2019-Q1.tif,viirs_31000_tottori_2019-Q1.tif,2026.815658893143
42,2,0,2019,299682074191.28937,117.3681318135368,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2019-Q2.tif,viirs_benguet_2019-Q2.tif,237.7606405429994
68,4,1,2020,4069008481605.98,119.4024762808857,0,3,1,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2020-Q4.tif,viirs_47000_okinawa_2020-Q4.tif,2800.657407616001
100,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,790.0,2,1,1,0,0,sentinel_2_zamboanga_del_sur_2021-Q3.tif,viirs_zamboanga_del_sur_2021-Q3.tif,262.45747221948506
16,2,1,2020,4069008481605.98,117.7956988014519,0,3,1,1,1,1,260.0,2,1,2,0,3,sentinel_2_16000_toyama_2020-Q2.tif,viirs_16000_toyama_2020-Q2.tif,1957.9205176335709
59,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,770.0,2,1,2,1,3,sentinel_2_44000_oita_2022-Q4.tif,viirs_44000_oita_2022-Q4.tif,1681.7215827166476
42,4,0,2020,291244296180.30774,119.4024762808857,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2020-Q4.tif,viirs_benguet_2020-Q4.tif,245.59259833233995
57,2,1,2022,3880440088794.578,134.1731806810651,1,3,0,0,1,1,370.0,2,1,2,1,3,sentinel_2_26000_kyoto_2022-Q2.tif,viirs_26000_kyoto_2022-Q2.tif,1967.5969170349997
35,2,1,2024,3928801383782.808,143.9682405014625,0,3,1,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2024-Q2.tif,viirs_32000_shimane_2024-Q2.tif,3628.201593983225
81,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,260.0,3,1,2,1,3,sentinel_2_23000_aichi_2019-Q2.tif,viirs_23000_aichi_2019-Q2.tif,1918.959421680823
84,4,0,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2020-Q4.tif,viirs_siquijor_2020-Q4.tif,237.58223757311765
14,4,1,2024,3928801383782.808,144.7279859179582,0,3,1,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2024-Q4.tif,viirs_03000_iwate_2024-Q4.tif,1672.6332283714523
98,4,1,2023,3993446887350.673,140.8613862067226,0,3,1,1,1,1,670.0,2,1,2,1,3,sentinel_2_38000_ehime_2023-Q4.tif,viirs_38000_ehime_2023-Q4.tif,1362.8165685206627
31,4,1,2023,3993446887350.673,140.8613862067226,1,3,0,0,1,1,22.5,2,1,1,1,3,sentinel_2_11000_saitama_2023-Q4.tif,viirs_11000_saitama_2023-Q4.tif,1618.8858724260415
14,4,1,2019,4070264756531.522,117.9406160358257,0,3,1,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2019-Q4.tif,viirs_03000_iwate_2019-Q4.tif,1762.368237249475
73,3,1,2020,4069008481605.98,119.1285399053605,1,3,0,0,1,1,100.0,2,1,2,1,3,sentinel_2_09000_tochigi_2020-Q3.tif,viirs_09000_tochigi_2020-Q3.tif,2183.945300562928
119,2,0,2019,299682074191.28937,117.3681318135368,0,1,0,1,1,0,55.0,2,1,3,0,1,sentinel_2_bataan_2019-Q2.tif,viirs_bataan_2019-Q2.tif,199.65342715224293
34,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,800.0,2,1,2,0,0,sentinel_2_agusan_del_norte_2020-Q1.tif,viirs_agusan_del_norte_2020-Q1.tif,183.8432001425436
88,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,30.0,3,1,2,1,3,sentinel_2_14000_kanagawa_2024-Q1.tif,viirs_14000_kanagawa_2024-Q1.tif,1929.1056715650789
41,4,0,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2020-Q4.tif,viirs_surigao_del_norte_2020-Q4.tif,174.46123140769708
57,3,1,2023,3993446887350.673,140.714328844415,1,3,0,0,1,1,370.0,2,0,2,1,3,sentinel_2_26000_kyoto_2023-Q3.tif,viirs_26000_kyoto_2023-Q3.tif,1904.4366125659667
82,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,170.0,2,1,2,0,1,sentinel_2_marinduque_2019-Q3.tif,viirs_marinduque_2019-Q3.tif,165.79127866630432
7,4,1,2019,4070264756531.522,117.9406160358257,0,3,1,1,1,1,150.0,3,1,2,1,3,sentinel_2_22000_shizuoka_2019-Q4.tif,viirs_22000_shizuoka_2019-Q4.tif,2010.7028742381056
15,2,1,2021,4247588558872.2593,123.5075473904579,0,3,1,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2021-Q2.tif,viirs_42000_nagasaki_2021-Q2.tif,1977.580129862948
51,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_cagayan_2019-Q3.tif,viirs_cagayan_2019-Q3.tif,201.66200093713093
70,1,1,2019,4070264756531.522,115.9781187205398,0,3,1,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2019-Q1.tif,viirs_40000_fukuoka_2019-Q1.tif,1811.457015933995
69,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2020-Q1.tif,viirs_41000_saga_2020-Q1.tif,2223.629255345578
82,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,170.0,2,1,2,0,1,sentinel_2_marinduque_2019-Q4.tif,viirs_marinduque_2019-Q4.tif,225.9127004552182
27,3,1,2023,3993446887350.673,140.714328844415,0,3,0,1,1,1,320.0,2,1,2,1,3,sentinel_2_18000_fukui_2023-Q3.tif,viirs_18000_fukui_2023-Q3.tif,1918.872076159183
60,3,1,2022,3880440088794.578,135.9371046973515,1,3,0,0,1,1,340.0,2,0,2,1,3,sentinel_2_25000_shiga_2022-Q3.tif,viirs_25000_shiga_2022-Q3.tif,1523.00289289647
115,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,1,400.0,3,1,2,1,3,sentinel_2_27000_osaka_2022-Q2.tif,viirs_27000_osaka_2022-Q2.tif,1731.474980916165
59,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,770.0,2,0,2,0,3,sentinel_2_44000_oita_2024-Q1.tif,viirs_44000_oita_2024-Q1.tif,1687.9191556967771
10,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,900.0,3,1,2,1,3,sentinel_2_43000_kumamoto_2022-Q3.tif,viirs_43000_kumamoto_2022-Q3.tif,1402.0476722110948
63,3,0,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,640.0,2,1,3,0,0,sentinel_2_southern_leyte_2021-Q3.tif,viirs_southern_leyte_2021-Q3.tif,216.9384719812884
71,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2019-Q1.tif,viirs_zamboanga_del_norte_2019-Q1.tif,162.77085488811306
109,2,0,2020,291244296180.30774,117.7956988014519,0,1,0,1,1,0,570.0,2,1,3,0,0,sentinel_2_biliran_2020-Q2.tif,viirs_biliran_2020-Q2.tif,183.62545663172716
78,1,0,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,85.0,3,1,3,0,1,sentinel_2_batangas_2019-Q1.tif,viirs_batangas_2019-Q1.tif,198.47183032318208
6,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,270.0,2,1,1,1,3,sentinel_2_17000_ishikawa_2022-Q3.tif,viirs_17000_ishikawa_2022-Q3.tif,1441.1101422733416
11,3,1,2024,3928801383782.808,144.403145070865,0,3,1,1,1,1,870.0,2,1,3,1,3,sentinel_2_45000_miyazaki_2024-Q3.tif,viirs_45000_miyazaki_2024-Q3.tif,1811.997245302655
77,3,1,2020,4069008481605.98,119.1285399053605,1,3,1,0,1,1,180.0,2,1,1,0,5,sentinel_2_20000_nagano_2020-Q3.tif,viirs_20000_nagano_2020-Q3.tif,2419.900569479545
45,1,1,2020,4069008481605.98,118.4352913210933,1,3,0,0,1,1,110.0,2,0,1,0,3,sentinel_2_19000_yamanashi_2020-Q1.tif,viirs_19000_yamanashi_2020-Q1.tif,2257.7087441187537
73,1,1,2019,4070264756531.522,115.9781187205398,1,3,0,0,1,1,100.0,2,1,1,1,3,sentinel_2_09000_tochigi_2019-Q1.tif,viirs_09000_tochigi_2019-Q1.tif,1523.7848109381555
19,3,0,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,970.0,3,1,2,0,0,sentinel_2_davao_del_sur_2020-Q3.tif,viirs_davao_del_sur_2020-Q3.tif,523.2387063997826
82,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,170.0,2,0,3,0,1,sentinel_2_marinduque_2021-Q1.tif,viirs_marinduque_2021-Q1.tif,327.64209363436544
40,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2020-Q1.tif,viirs_13000_tokyo_2020-Q1.tif,2847.167816325447
90,1,0,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,0,820.0,2,0,2,0,1,sentinel_2_bukidnon_2020-Q1.tif,viirs_bukidnon_2020-Q1.tif,132.91909800413598
49,4,0,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,580.0,1,0,2,0,1,sentinel_2_palawan_2020-Q4.tif,viirs_palawan_2020-Q4.tif,259.570037425544
104,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,260.0,2,1,3,0,1,sentinel_2_la_union_2019-Q1.tif,viirs_la_union_2019-Q1.tif,162.14111201822217
44,3,1,2024,3928801383782.808,144.403145070865,0,3,1,1,1,1,430.0,3,1,2,1,3,sentinel_2_28000_hyogo_2024-Q3.tif,viirs_28000_hyogo_2024-Q3.tif,1754.390633208756
69,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2022-Q2.tif,viirs_41000_saga_2022-Q2.tif,2050.463184496027
54,2,1,2024,3928801383782.808,143.9682405014625,1,3,1,0,1,1,300.0,2,1,1,1,5,sentinel_2_06000_yamagata_2024-Q2.tif,viirs_06000_yamagata_2024-Q2.tif,1549.6839594369046
89,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,970.0,2,1,3,0,0,sentinel_2_davao_del_norte_2019-Q3.tif,viirs_davao_del_norte_2019-Q3.tif,263.4366925772134
106,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,830.0,3,1,1,0,6,sentinel_2_01000_hokkaido_2019-Q3.tif,viirs_01000_hokkaido_2019-Q3.tif,1926.6113232182192
38,1,1,2022,3880440088794.578,130.2983261906564,0,3,1,1,1,1,540.0,2,1,1,0,3,sentinel_2_33000_okayama_2022-Q1.tif,viirs_33000_okayama_2022-Q1.tif,1684.0026779636664
92,4,0,2020,291244296180.30774,119.4024762808857,0,1,0,0,1,1,57.5,2,1,2,0,1,sentinel_2_laguna_2020-Q4.tif,viirs_laguna_2020-Q4.tif,258.1618364063185
122,1,0,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,390.0,2,1,3,0,0,sentinel_2_sorsogon_2019-Q1.tif,viirs_sorsogon_2019-Q1.tif,180.87494621003583
85,4,0,2021,332183318448.6994,127.389433729792,0,1,1,1,1,1,260.0,2,1,3,0,1,sentinel_2_camarines_sur_2021-Q4.tif,viirs_camarines_sur_2021-Q4.tif,219.63463114963605
53,4,1,2019,4070264756531.522,117.9406160358257,0,3,1,1,1,1,250.0,2,1,2,1,3,sentinel_2_15000_niigata_2019-Q4.tif,viirs_15000_niigata_2019-Q4.tif,1699.3587289822233
99,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2019-Q4.tif,viirs_eastern_samar_2019-Q4.tif,210.02220913376053
27,1,1,2019,4070264756531.522,115.9781187205398,0,3,0,1,1,1,320.0,2,1,1,1,3,sentinel_2_18000_fukui_2019-Q1.tif,viirs_18000_fukui_2019-Q1.tif,1887.518395833231
118,1,0,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,0,18.0,3,1,3,0,1,sentinel_2_rizal_2020-Q1.tif,viirs_rizal_2020-Q1.tif,167.94627383603537
56,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2019-Q2.tif,viirs_12000_chiba_2019-Q2.tif,1820.2516902254688
16,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,260.0,2,1,1,1,3,sentinel_2_16000_toyama_2023-Q1.tif,viirs_16000_toyama_2023-Q1.tif,1339.508870726111
116,2,0,2020,291244296180.30774,117.7956988014519,1,0,0,0,1,0,400.0,2,1,2,0,1,sentinel_2_apayao_2020-Q2.tif,viirs_apayao_2020-Q2.tif,146.0655852156005
69,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2019-Q3.tif,viirs_41000_saga_2019-Q3.tif,1524.5381964961457
45,4,1,2020,4069008481605.98,119.4024762808857,1,3,0,0,1,1,110.0,2,0,1,0,3,sentinel_2_19000_yamanashi_2020-Q4.tif,viirs_19000_yamanashi_2020-Q4.tif,2004.3585570089567
56,4,1,2020,4069008481605.98,119.4024762808857,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2020-Q4.tif,viirs_12000_chiba_2020-Q4.tif,2198.112740862093
102,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,100.0,3,1,3,1,3,sentinel_2_08000_ibaraki_2023-Q1.tif,viirs_08000_ibaraki_2023-Q1.tif,1406.3992853374991
114,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,570.0,2,1,2,0,1,sentinel_2_cebu_2019-Q1.tif,viirs_cebu_2019-Q1.tif,228.76249175384
31,1,1,2020,4069008481605.98,118.4352913210933,1,3,0,0,1,1,22.5,2,1,2,1,3,sentinel_2_11000_saitama_2020-Q1.tif,viirs_11000_saitama_2020-Q1.tif,1927.5929675655284
58,3,1,2023,3993446887350.673,140.714328844415,0,3,1,1,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2023-Q3.tif,viirs_24000_mie_2023-Q3.tif,1612.67732714888
69,1,1,2021,4247588558872.2593,120.6838014481023,0,3,1,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2021-Q1.tif,viirs_41000_saga_2021-Q1.tif,2044.07486966033
112,4,0,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2021-Q4.tif,viirs_davao_oriental_2021-Q4.tif,197.53785989315813
45,2,1,2022,3880440088794.578,134.1731806810651,1,3,0,0,1,1,110.0,2,0,1,1,3,sentinel_2_19000_yamanashi_2022-Q2.tif,viirs_19000_yamanashi_2022-Q2.tif,1727.9494383831066
24,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,470.0,2,1,3,0,0,sentinel_2_northern_samar_2021-Q2.tif,viirs_northern_samar_2021-Q2.tif,225.09037295536348
42,1,0,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2020-Q1.tif,viirs_benguet_2020-Q1.tif,270.234846507548
70,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2022-Q2.tif,viirs_40000_fukuoka_2022-Q2.tif,1618.7070646712918
81,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,260.0,3,1,2,1,3,sentinel_2_23000_aichi_2019-Q3.tif,viirs_23000_aichi_2019-Q3.tif,1825.2109074628167
70,1,1,2022,3880440088794.578,130.2983261906564,0,3,1,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2022-Q1.tif,viirs_40000_fukuoka_2022-Q1.tif,1680.3601296268546
57,3,1,2022,3880440088794.578,135.9371046973515,1,3,0,0,1,1,370.0,2,1,2,1,3,sentinel_2_26000_kyoto_2022-Q3.tif,viirs_26000_kyoto_2022-Q3.tif,1930.1841795797825
67,4,0,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,145.0,3,1,3,0,0,sentinel_2_aurora_2020-Q4.tif,viirs_aurora_2020-Q4.tif,301.3876043704028
27,4,1,2020,4069008481605.98,119.4024762808857,0,3,0,1,1,1,320.0,2,1,1,1,3,sentinel_2_18000_fukui_2020-Q4.tif,viirs_18000_fukui_2020-Q4.tif,2215.3038293674567
56,2,1,2021,4247588558872.2593,123.5075473904579,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2021-Q2.tif,viirs_12000_chiba_2021-Q2.tif,1820.4800517491096
35,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2022-Q4.tif,viirs_32000_shimane_2022-Q4.tif,1645.577918016277
31,3,1,2021,4247588558872.2593,125.4848727349994,1,3,0,0,1,1,22.5,2,1,1,1,3,sentinel_2_11000_saitama_2021-Q3.tif,viirs_11000_saitama_2021-Q3.tif,1804.4382758400625
27,2,1,2020,4069008481605.98,117.7956988014519,0,3,0,1,1,1,320.0,2,1,1,1,3,sentinel_2_18000_fukui_2020-Q2.tif,viirs_18000_fukui_2020-Q2.tif,1786.2850225781672
113,3,0,2019,299682074191.28937,117.6899153350103,0,1,0,1,1,0,820.0,2,1,2,0,0,sentinel_2_zamboanga_sibugay_2019-Q3.tif,viirs_zamboanga_sibugay_2019-Q3.tif,158.8427270831735
40,3,1,2024,3928801383782.808,144.403145070865,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2024-Q3.tif,viirs_13000_tokyo_2024-Q3.tif,2692.795334319999
60,1,1,2024,3928801383782.808,142.3299725681459,1,3,0,0,1,1,340.0,2,1,2,1,3,sentinel_2_25000_shiga_2024-Q1.tif,viirs_25000_shiga_2024-Q1.tif,2280.482138425658
60,4,1,2020,4069008481605.98,119.4024762808857,1,3,0,0,1,1,340.0,2,1,1,1,3,sentinel_2_25000_shiga_2020-Q4.tif,viirs_25000_shiga_2020-Q4.tif,2138.145391212857
27,2,1,2023,3993446887350.673,139.5056151606663,0,3,0,1,1,1,320.0,2,1,2,1,3,sentinel_2_18000_fukui_2023-Q2.tif,viirs_18000_fukui_2023-Q2.tif,1643.871980898154
122,2,0,2020,291244296180.30774,117.7956988014519,0,1,0,1,1,0,390.0,2,1,3,0,0,sentinel_2_sorsogon_2020-Q2.tif,viirs_sorsogon_2020-Q2.tif,256.3073247340034
58,4,1,2019,4070264756531.522,117.9406160358257,0,3,0,1,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2019-Q4.tif,viirs_24000_mie_2019-Q4.tif,1866.541399479532
38,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,1,540.0,2,1,1,0,3,sentinel_2_33000_okayama_2022-Q2.tif,viirs_33000_okayama_2022-Q2.tif,1476.5366973769476
9,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,370.0,2,1,4,0,0,sentinel_2_catanduanes_2021-Q1.tif,viirs_catanduanes_2021-Q1.tif,245.4696037007681
35,1,1,2022,3880440088794.578,130.2983261906564,0,3,1,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2022-Q1.tif,viirs_32000_shimane_2022-Q1.tif,1985.3146178404468
