data_id,geolocation_name,quarter_label,country,year,deflated_gdp_usd,us_cpi,developed_country,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
X4W6X,08000 Ibaraki,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,No,High income,Yes,Yes,Yes,Yes,100.0,High,Yes,High,Low,Cfa,sentinel_2_08000_ibaraki_2023-Q1.tif,viirs_08000_ibaraki_2023-Q1.tif,1406.3992853374991
V1XG1,11000 Saitama,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,Yes,High income,No,No,Yes,Yes,22.5,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_11000_saitama_2020-Q1.tif,viirs_11000_saitama_2020-Q1.tif,1927.5929675655284
BYGHG,24000 Mie,2023-Q3,Japan,2023,3993446887350.673,140.714328844415,Yes,No,High income,Yes,Yes,Yes,Yes,320.0,High,Yes,High,Low,Cfa,sentinel_2_24000_mie_2023-Q3.tif,viirs_24000_mie_2023-Q3.tif,1612.67732714888
O091C,41000 Saga,2021-Q1,Japan,2021,4247588558872.2593,120.6838014481023,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_41000_saga_2021-Q1.tif,viirs_41000_saga_2021-Q1.tif,2044.07486966033
EGQTO,19000 Yamanashi,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,Yes,High income,No,No,Yes,Yes,110.0,Moderate,No,Low,Low,Cfa,sentinel_2_19000_yamanashi_2022-Q2.tif,viirs_19000_yamanashi_2022-Q2.tif,1727.9494383831066
TGSQ7,40000 Fukuoka,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,Yes,880.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_40000_fukuoka_2022-Q2.tif,viirs_40000_fukuoka_2022-Q2.tif,1618.7070646712918
WJLSH,23000 Aichi,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,High,Yes,Moderate,Low,Cfa,sentinel_2_23000_aichi_2019-Q3.tif,viirs_23000_aichi_2019-Q3.tif,1825.2109074628167
N9DL5,40000 Fukuoka,2022-Q1,Japan,2022,3880440088794.578,130.2983261906564,Yes,No,High income,Yes,Yes,Yes,Yes,880.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_40000_fukuoka_2022-Q1.tif,viirs_40000_fukuoka_2022-Q1.tif,1680.3601296268546
T43PT,26000 Kyoto,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_26000_kyoto_2022-Q3.tif,viirs_26000_kyoto_2022-Q3.tif,1930.1841795797825
UHFJ7,18000 Fukui,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,No,High income,No,Yes,Yes,Yes,320.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_18000_fukui_2020-Q4.tif,viirs_18000_fukui_2020-Q4.tif,2215.3038293674567
J6FP8,12000 Chiba,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2021-Q2.tif,viirs_12000_chiba_2021-Q2.tif,1820.4800517491096
0N8TT,32000 Shimane,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,650.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_32000_shimane_2022-Q4.tif,viirs_32000_shimane_2022-Q4.tif,1645.577918016277
SQT26,11000 Saitama,2021-Q3,Japan,2021,4247588558872.2593,125.4848727349994,Yes,Yes,High income,No,No,Yes,Yes,22.5,Moderate,Yes,Low,Low,Cfa,sentinel_2_11000_saitama_2021-Q3.tif,viirs_11000_saitama_2021-Q3.tif,1804.4382758400625
JSRD9,18000 Fukui,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,No,Yes,Yes,Yes,320.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_18000_fukui_2020-Q2.tif,viirs_18000_fukui_2020-Q2.tif,1786.2850225781672
2SEHE,13000 Tokyo,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2024-Q3.tif,viirs_13000_tokyo_2024-Q3.tif,2692.795334319999
DZX5Q,25000 Shiga,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,Yes,High income,No,No,Yes,Yes,340.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_25000_shiga_2024-Q1.tif,viirs_25000_shiga_2024-Q1.tif,2280.482138425658
95RLR,25000 Shiga,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,Yes,High income,No,No,Yes,Yes,340.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_25000_shiga_2020-Q4.tif,viirs_25000_shiga_2020-Q4.tif,2138.145391212857
9A3Y3,18000 Fukui,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,No,Yes,Yes,Yes,320.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_18000_fukui_2023-Q2.tif,viirs_18000_fukui_2023-Q2.tif,1643.871980898154
E3CUP,24000 Mie,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,No,Yes,Yes,Yes,320.0,High,Yes,High,Low,Cfa,sentinel_2_24000_mie_2019-Q4.tif,viirs_24000_mie_2019-Q4.tif,1866.541399479532
NBH6N,33000 Okayama,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,Yes,Low,Very Low,Cfa,sentinel_2_33000_okayama_2022-Q2.tif,viirs_33000_okayama_2022-Q2.tif,1476.5366973769476
1POXR,32000 Shimane,2022-Q1,Japan,2022,3880440088794.578,130.2983261906564,Yes,No,High income,Yes,Yes,Yes,Yes,650.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_32000_shimane_2022-Q1.tif,viirs_32000_shimane_2022-Q1.tif,1985.3146178404468
XRGN7,44000 Oita,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,No,High income,Yes,Yes,Yes,Yes,770.0,Moderate,No,Moderate,Very Low,Cfa,sentinel_2_44000_oita_2024-Q2.tif,viirs_44000_oita_2024-Q2.tif,1673.5785263625369
KOTCK,24000 Mie,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,No,Yes,Yes,Yes,320.0,High,Yes,High,Low,Cfa,sentinel_2_24000_mie_2024-Q1.tif,viirs_24000_mie_2024-Q1.tif,1581.196790147702
4UNY1,22000 Shizuoka,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,150.0,High,Yes,High,Low,Cfa,sentinel_2_22000_shizuoka_2024-Q3.tif,viirs_22000_shizuoka_2024-Q3.tif,1847.8121499034496
R6K2V,08000 Ibaraki,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,100.0,High,Yes,Moderate,Low,Cfa,sentinel_2_08000_ibaraki_2022-Q3.tif,viirs_08000_ibaraki_2022-Q3.tif,1434.7083528040112
5BCW7,08000 Ibaraki,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,Yes,100.0,High,Yes,High,Low,Cfa,sentinel_2_08000_ibaraki_2019-Q3.tif,viirs_08000_ibaraki_2019-Q3.tif,1665.570374708905
VSIGB,35000 Yamaguchi,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,Yes,Yes,Yes,Yes,800.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_35000_yamaguchi_2019-Q4.tif,viirs_35000_yamaguchi_2019-Q4.tif,1903.878088513839
U6VK0,39000 Kochi,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,Yes,625.0,High,Yes,High,Low,Cfa,sentinel_2_39000_kochi_2022-Q2.tif,viirs_39000_kochi_2022-Q2.tif,1484.2942408396948
D44K1,12000 Chiba,2021-Q1,Japan,2021,4247588558872.2593,120.6838014481023,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2021-Q1.tif,viirs_12000_chiba_2021-Q1.tif,1975.098590938227
3HN14,40000 Fukuoka,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,Yes,Yes,Yes,Yes,880.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_40000_fukuoka_2019-Q4.tif,viirs_40000_fukuoka_2019-Q4.tif,1889.368557711168
U1G46,16000 Toyama,2021-Q4,Japan,2021,4247588558872.2593,127.389433729792,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_16000_toyama_2021-Q4.tif,viirs_16000_toyama_2021-Q4.tif,1575.0172643293322
UHXID,10000 Gunma,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,Yes,High income,No,No,Yes,Yes,100.0,High,No,Moderate,Low,Cfa,sentinel_2_10000_gunma_2020-Q3.tif,viirs_10000_gunma_2020-Q3.tif,1862.1685271999493
7HEZ7,25000 Shiga,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,Yes,High income,No,No,Yes,Yes,340.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_25000_shiga_2021-Q2.tif,viirs_25000_shiga_2021-Q2.tif,1735.7818346726388
YLNFX,34000 Hiroshima,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,680.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_34000_hiroshima_2022-Q4.tif,viirs_34000_hiroshima_2022-Q4.tif,1548.4506060276178
0WFOY,22000 Shizuoka,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,150.0,High,Yes,Moderate,Low,Cfa,sentinel_2_22000_shizuoka_2022-Q3.tif,viirs_22000_shizuoka_2022-Q3.tif,1397.4026448291752
P501N,14000 Kanagawa,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,30.0,High,Yes,Moderate,Low,Cfa,sentinel_2_14000_kanagawa_2024-Q3.tif,viirs_14000_kanagawa_2024-Q3.tif,2228.286244681789
O6QJI,01000 Hokkaido,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,830.0,High,Yes,Low,Very Low,Dfb,sentinel_2_01000_hokkaido_2022-Q4.tif,viirs_01000_hokkaido_2022-Q4.tif,1550.3106318736277
8NBIQ,30000 Wakayama,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,No,High income,No,Yes,Yes,Yes,450.0,High,Yes,High,Low,Cfa,sentinel_2_30000_wakayama_2021-Q2.tif,viirs_30000_wakayama_2021-Q2.tif,1841.075998783925
ONJPI,37000 Kagawa,2021-Q3,Japan,2021,4247588558872.2593,125.4848727349994,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_37000_kagawa_2021-Q3.tif,viirs_37000_kagawa_2021-Q3.tif,1884.6945917427377
EB875,40000 Fukuoka,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,880.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_40000_fukuoka_2020-Q1.tif,viirs_40000_fukuoka_2020-Q1.tif,1823.2130614157293
YO18P,20000 Nagano,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,Yes,High income,Yes,No,Yes,Yes,180.0,Moderate,No,Low,Very Low,Dfa,sentinel_2_20000_nagano_2021-Q2.tif,viirs_20000_nagano_2021-Q2.tif,1929.06608711857
BNP84,09000 Tochigi,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,Yes,High income,No,No,Yes,Yes,100.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_09000_tochigi_2020-Q4.tif,viirs_09000_tochigi_2020-Q4.tif,2296.263728267701
9Q2L4,37000 Kagawa,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_37000_kagawa_2023-Q2.tif,viirs_37000_kagawa_2023-Q2.tif,2019.69295313534
7D2KD,32000 Shimane,2021-Q4,Japan,2021,4247588558872.2593,127.389433729792,Yes,No,High income,Yes,Yes,Yes,Yes,650.0,Moderate,Yes,Moderate,Very Low,Cfa,sentinel_2_32000_shimane_2021-Q4.tif,viirs_32000_shimane_2021-Q4.tif,1665.857884293459
9UZFK,02000 Aomori,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,No,High income,Yes,Yes,Yes,Yes,575.0,Moderate,No,Low,Low,Dfa,sentinel_2_02000_aomori_2023-Q4.tif,viirs_02000_aomori_2023-Q4.tif,1845.6216790323208
HQMAB,12000 Chiba,2021-Q3,Japan,2021,4247588558872.2593,125.4848727349994,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2021-Q3.tif,viirs_12000_chiba_2021-Q3.tif,1877.921045155936
8W2MA,47000 Okinawa,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,No,1550.0,Moderate,Yes,High,Low,Cfa,sentinel_2_47000_okinawa_2024-Q1.tif,viirs_47000_okinawa_2024-Q1.tif,1921.814160706133
XEQBN,05000 Akita,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,Moderate,Yes,Low,Very Low,Dfa,sentinel_2_05000_akita_2020-Q2.tif,viirs_05000_akita_2020-Q2.tif,1563.2593049476393
4XSZJ,38000 Ehime,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,Yes,Yes,Yes,Yes,670.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_38000_ehime_2023-Q2.tif,viirs_38000_ehime_2023-Q2.tif,1567.3521970976485
TEO2T,32000 Shimane,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,Yes,650.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_32000_shimane_2022-Q2.tif,viirs_32000_shimane_2022-Q2.tif,1580.045362211927
EUSWR,42000 Nagasaki,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,No,High income,Yes,Yes,Yes,Yes,1200.0,Moderate,Yes,High,Low,Cfa,sentinel_2_42000_nagasaki_2023-Q1.tif,viirs_42000_nagasaki_2023-Q1.tif,1644.001319881277
1GV0E,05000 Akita,2021-Q4,Japan,2021,4247588558872.2593,127.389433729792,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,Moderate,Yes,Low,Very Low,Dfa,sentinel_2_05000_akita_2021-Q4.tif,viirs_05000_akita_2021-Q4.tif,1588.0446331630558
GU0EN,30000 Wakayama,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,High,Yes,High,Low,Cfa,sentinel_2_30000_wakayama_2023-Q4.tif,viirs_30000_wakayama_2023-Q4.tif,1447.7852897274934
J49YD,21000 Gifu,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,Yes,High income,No,No,Yes,Yes,270.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_21000_gifu_2023-Q2.tif,viirs_21000_gifu_2023-Q2.tif,1535.574823242409
2O04K,43000 Kumamoto,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,High,Yes,Moderate,Very Low,Cfa,sentinel_2_43000_kumamoto_2019-Q2.tif,viirs_43000_kumamoto_2019-Q2.tif,1872.0457024676448
4SN6S,33000 Okayama,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_33000_okayama_2023-Q2.tif,viirs_33000_okayama_2023-Q2.tif,1831.5930620746008
9P9W4,26000 Kyoto,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_26000_kyoto_2023-Q4.tif,viirs_26000_kyoto_2023-Q4.tif,2010.6994133751864
0LVSN,04000 Miyagi,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,No,High income,Yes,Yes,Yes,Yes,300.0,High,Yes,Moderate,Low,Cfa,sentinel_2_04000_miyagi_2019-Q1.tif,viirs_04000_miyagi_2019-Q1.tif,1653.7514701204425
QQB9L,33000 Okayama,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,Yes,Low,Very Low,Cfa,sentinel_2_33000_okayama_2022-Q3.tif,viirs_33000_okayama_2022-Q3.tif,1503.6031643912854
EEKGY,21000 Gifu,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,Yes,High income,No,No,Yes,Yes,270.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_21000_gifu_2019-Q2.tif,viirs_21000_gifu_2019-Q2.tif,1650.0139784315486
GRF1H,46000 Kagoshima,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,970.0,High,Yes,High,Low,Cfa,sentinel_2_46000_kagoshima_2022-Q3.tif,viirs_46000_kagoshima_2022-Q3.tif,1373.4090993735244
MUURM,22000 Shizuoka,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,Yes,150.0,High,Yes,Moderate,Low,Cfa,sentinel_2_22000_shizuoka_2019-Q3.tif,viirs_22000_shizuoka_2019-Q3.tif,1855.871898521591
SLAYM,42000 Nagasaki,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,No,High income,Yes,Yes,Yes,Yes,1200.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_42000_nagasaki_2024-Q2.tif,viirs_42000_nagasaki_2024-Q2.tif,1607.2988924878298
VLS9M,42000 Nagasaki,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,1200.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_42000_nagasaki_2022-Q4.tif,viirs_42000_nagasaki_2022-Q4.tif,1621.2900500743362
2ATN2,13000 Tokyo,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2024-Q4.tif,viirs_13000_tokyo_2024-Q4.tif,2522.261797416693
GDC5T,36000 Tokushima,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,No,High income,Yes,Yes,Yes,Yes,500.0,High,Yes,Moderate,Low,Cfa,sentinel_2_36000_tokushima_2024-Q2.tif,viirs_36000_tokushima_2024-Q2.tif,1609.518480911705
6U8UE,17000 Ishikawa,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,No,High income,Yes,Yes,Yes,Yes,270.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_17000_ishikawa_2024-Q2.tif,viirs_17000_ishikawa_2024-Q2.tif,1568.498521149739
64Z7W,13000 Tokyo,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2024-Q2.tif,viirs_13000_tokyo_2024-Q2.tif,2338.892416587923
ZLMA5,10000 Gunma,2021-Q3,Japan,2021,4247588558872.2593,125.4848727349994,Yes,Yes,High income,No,No,Yes,Yes,100.0,High,No,Low,Low,Cfa,sentinel_2_10000_gunma_2021-Q3.tif,viirs_10000_gunma_2021-Q3.tif,1388.4484796203164
0VHMY,46000 Kagoshima,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,Yes,Yes,Yes,Yes,970.0,High,Yes,High,Low,Cfa,sentinel_2_46000_kagoshima_2019-Q4.tif,viirs_46000_kagoshima_2019-Q4.tif,1620.6488296824875
V8OGA,36000 Tokushima,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,No,High income,Yes,Yes,Yes,Yes,500.0,High,Yes,High,Low,Cfa,sentinel_2_36000_tokushima_2023-Q4.tif,viirs_36000_tokushima_2023-Q4.tif,1968.8260888952552
Y4LYK,07000 Fukushima,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,250.0,High,Yes,High,Low,Cfa,sentinel_2_07000_fukushima_2020-Q1.tif,viirs_07000_fukushima_2020-Q1.tif,2065.1952015340967
X4LR9,37000 Kagawa,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_37000_kagawa_2019-Q2.tif,viirs_37000_kagawa_2019-Q2.tif,1571.98529943262
KUUOY,36000 Tokushima,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,No,High income,Yes,Yes,Yes,Yes,500.0,High,Yes,High,Low,Cfa,sentinel_2_36000_tokushima_2021-Q2.tif,viirs_36000_tokushima_2021-Q2.tif,1932.121960759247
TR6SN,24000 Mie,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,No,High income,No,Yes,Yes,Yes,320.0,High,Yes,High,Low,Cfa,sentinel_2_24000_mie_2024-Q4.tif,viirs_24000_mie_2024-Q4.tif,1614.8717457463306
Z0LJC,24000 Mie,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,No,Yes,Yes,Yes,320.0,High,Yes,Moderate,Low,Cfa,sentinel_2_24000_mie_2020-Q2.tif,viirs_24000_mie_2020-Q2.tif,1710.333518681229
7UJOD,35000 Yamaguchi,2021-Q1,Japan,2021,4247588558872.2593,120.6838014481023,Yes,No,High income,Yes,Yes,Yes,Yes,800.0,Moderate,No,Moderate,Very Low,Cfa,sentinel_2_35000_yamaguchi_2021-Q1.tif,viirs_35000_yamaguchi_2021-Q1.tif,1877.4162207639004
ZX9JP,28000 Hyogo,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,Yes,430.0,High,Yes,Moderate,Low,Cfa,sentinel_2_28000_hyogo_2019-Q3.tif,viirs_28000_hyogo_2019-Q3.tif,1981.6513291528613
WD0W9,42000 Nagasaki,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,Yes,1200.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_42000_nagasaki_2022-Q2.tif,viirs_42000_nagasaki_2022-Q2.tif,1643.512568284078
2M0W1,12000 Chiba,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2024-Q3.tif,viirs_12000_chiba_2024-Q3.tif,1724.9051953250785
LQWLV,32000 Shimane,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,No,High income,Yes,Yes,Yes,Yes,650.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_32000_shimane_2024-Q4.tif,viirs_32000_shimane_2024-Q4.tif,1689.628537717896
6A3KK,27000 Osaka,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,400.0,High,Yes,High,Low,Cfa,sentinel_2_27000_osaka_2020-Q1.tif,viirs_27000_osaka_2020-Q1.tif,1901.4944029331768
AN085,25000 Shiga,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,Yes,High income,No,No,Yes,Yes,340.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_25000_shiga_2024-Q3.tif,viirs_25000_shiga_2024-Q3.tif,2780.406815485671
5FU7B,47000 Okinawa,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,No,High income,Yes,Yes,Yes,No,1550.0,Moderate,Yes,High,Very Low,Cfa,sentinel_2_47000_okinawa_2020-Q3.tif,viirs_47000_okinawa_2020-Q3.tif,2626.599359717308
R96KH,35000 Yamaguchi,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,800.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_35000_yamaguchi_2024-Q3.tif,viirs_35000_yamaguchi_2024-Q3.tif,1772.8627579266558
3AYEQ,40000 Fukuoka,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,Yes,Yes,Yes,Yes,880.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_40000_fukuoka_2020-Q2.tif,viirs_40000_fukuoka_2020-Q2.tif,1975.2535936298043
KC4LO,26000 Kyoto,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,Yes,High income,Yes,No,Yes,Yes,370.0,Moderate,No,Moderate,Very Low,Cfa,sentinel_2_26000_kyoto_2021-Q2.tif,viirs_26000_kyoto_2021-Q2.tif,2324.648661952492
P91I3,21000 Gifu,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,Yes,High income,No,No,Yes,Yes,270.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_21000_gifu_2022-Q2.tif,viirs_21000_gifu_2022-Q2.tif,1670.5142119518555
K3ZEZ,12000 Chiba,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2022-Q2.tif,viirs_12000_chiba_2022-Q2.tif,1524.2346348437252
RHT7Z,15000 Niigata,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,250.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_15000_niigata_2024-Q3.tif,viirs_15000_niigata_2024-Q3.tif,1825.9879505880808
43C5B,10000 Gunma,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,Yes,High income,No,No,Yes,Yes,100.0,High,Yes,Low,Low,Cfa,sentinel_2_10000_gunma_2024-Q1.tif,viirs_10000_gunma_2024-Q1.tif,1683.851250391868
AX40D,23000 Aichi,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,High,Yes,Moderate,Low,Cfa,sentinel_2_23000_aichi_2024-Q4.tif,viirs_23000_aichi_2024-Q4.tif,1646.6859336795233
0S0R2,09000 Tochigi,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,Yes,High income,No,No,Yes,Yes,100.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_09000_tochigi_2023-Q1.tif,viirs_09000_tochigi_2023-Q1.tif,1582.6230539929882
