geolocation_name,quarter_label,year,deflated_gdp_usd,us_cpi,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
107,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,270.0,2,1,3,0,1,sentinel_2_romblon_2021-Q2.tif,viirs_romblon_2021-Q2.tif,199.0153012382186
63,2,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,640.0,2,1,3,0,0,sentinel_2_southern_leyte_2021-Q2.tif,viirs_southern_leyte_2021-Q2.tif,221.4870696414793
25,3,2019,299682074191.28937,117.6899153350103,1,1,0,0,1,0,265.0,2,0,2,0,1,sentinel_2_quirino_2019-Q3.tif,viirs_quirino_2019-Q3.tif,191.0585597965642
75,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2020-Q2.tif,viirs_surigao_del_sur_2020-Q2.tif,152.59407644552746
5,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,410.0,2,1,2,0,1,sentinel_2_antique_2021-Q4.tif,viirs_antique_2021-Q4.tif,235.86300051948447
76,1,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,1030.0,2,1,2,0,0,sentinel_2_sarangani_2021-Q1.tif,viirs_sarangani_2021-Q1.tif,221.50460111461345
32,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,400.0,2,1,3,0,1,sentinel_2_capiz_2021-Q1.tif,viirs_capiz_2021-Q1.tif,181.45139516707707
83,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_negros_oriental_2020-Q2.tif,viirs_negros_oriental_2020-Q2.tif,310.5900617927735
18,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_aklan_2021-Q2.tif,viirs_aklan_2021-Q2.tif,296.0226435573197
80,2,2019,299682074191.28937,117.3681318135368,1,1,0,0,1,0,340.0,2,1,2,0,1,sentinel_2_kalinga_2019-Q2.tif,viirs_kalinga_2019-Q2.tif,220.19849168795488
63,4,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,640.0,2,1,3,0,0,sentinel_2_southern_leyte_2019-Q4.tif,viirs_southern_leyte_2019-Q4.tif,203.5446172722731
82,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,170.0,2,1,3,0,1,sentinel_2_marinduque_2020-Q4.tif,viirs_marinduque_2020-Q4.tif,197.28962333646916
29,4,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,790.0,2,1,2,0,0,sentinel_2_lanao_del_norte_2021-Q4.tif,viirs_lanao_del_norte_2021-Q4.tif,94.61250382390796
50,1,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,0,110.0,2,1,3,0,1,sentinel_2_tarlac_2020-Q1.tif,viirs_tarlac_2020-Q1.tif,195.6196542096507
76,1,2020,291244296180.30774,118.4352913210933,0,1,0,1,1,0,1030.0,2,1,2,0,0,sentinel_2_sarangani_2020-Q1.tif,viirs_sarangani_2020-Q1.tif,162.1064274819405
36,2,2020,291244296180.30774,117.7956988014519,1,1,1,0,1,0,1000.0,2,1,1,1,1,sentinel_2_south_cotabato_2020-Q2.tif,viirs_south_cotabato_2020-Q2.tif,168.34334545713938
105,2,2020,291244296180.30774,117.7956988014519,0,1,0,1,1,0,470.0,2,0,2,0,1,sentinel_2_guimaras_2020-Q2.tif,viirs_guimaras_2020-Q2.tif,225.00744972781692
124,2,2021,332183318448.6994,123.5075473904579,1,0,0,0,1,0,820.0,2,1,1,0,0,sentinel_2_lanao_del_sur_2021-Q2.tif,viirs_lanao_del_sur_2021-Q2.tif,153.24104036066504
85,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,1,260.0,2,1,3,0,1,sentinel_2_camarines_sur_2020-Q1.tif,viirs_camarines_sur_2020-Q1.tif,194.4601463662908
23,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,500.0,2,1,3,0,0,sentinel_2_samar_2021-Q2.tif,viirs_samar_2021-Q2.tif,341.0556941223512
29,3,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,790.0,2,1,2,1,0,sentinel_2_lanao_del_norte_2020-Q3.tif,viirs_lanao_del_norte_2020-Q3.tif,188.88559567427487
94,4,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,220.0,2,1,3,0,1,sentinel_2_camarines_norte_2019-Q4.tif,viirs_camarines_norte_2019-Q4.tif,219.623624466612
5,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,410.0,2,1,3,0,1,sentinel_2_antique_2019-Q3.tif,viirs_antique_2019-Q3.tif,316.4575642889596
41,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2020-Q3.tif,viirs_surigao_del_norte_2020-Q3.tif,147.2792759803589
49,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,580.0,1,0,2,0,1,sentinel_2_palawan_2020-Q3.tif,viirs_palawan_2020-Q3.tif,241.6341184164313
99,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2020-Q2.tif,viirs_eastern_samar_2020-Q2.tif,202.36576447694293
79,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_bohol_2019-Q2.tif,viirs_bohol_2019-Q2.tif,182.9419143244764
76,3,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,1030.0,2,1,2,0,0,sentinel_2_sarangani_2021-Q3.tif,viirs_sarangani_2021-Q3.tif,151.22833128126152
91,2,2021,332183318448.6994,123.5075473904579,0,2,1,1,1,1,0.0,3,1,2,0,1,sentinel_2_national_capital_region_2021-Q2.tif,viirs_national_capital_region_2021-Q2.tif,305.4436581185281
94,3,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,220.0,2,1,3,0,1,sentinel_2_camarines_norte_2021-Q3.tif,viirs_camarines_norte_2021-Q3.tif,304.3010939192173
75,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2019-Q2.tif,viirs_surigao_del_sur_2019-Q2.tif,176.20183569351343
101,2,2020,291244296180.30774,117.7956988014519,1,1,0,0,1,0,195.0,2,1,2,0,1,sentinel_2_nueva_vizcaya_2020-Q2.tif,viirs_nueva_vizcaya_2020-Q2.tif,246.8032997258616
29,1,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,790.0,2,1,2,0,0,sentinel_2_lanao_del_norte_2021-Q1.tif,viirs_lanao_del_norte_2021-Q1.tif,164.18595168801363
28,4,2020,291244296180.30774,119.4024762808857,1,1,1,0,1,0,285.0,2,1,3,0,1,sentinel_2_isabela_2020-Q4.tif,viirs_isabela_2020-Q4.tif,185.7517419854063
9,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,370.0,2,1,4,0,0,sentinel_2_catanduanes_2021-Q4.tif,viirs_catanduanes_2021-Q4.tif,369.6930728967057
30,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,150.0,2,1,3,0,1,sentinel_2_occidental_mindoro_2019-Q3.tif,viirs_occidental_mindoro_2019-Q3.tif,296.07882836299063
41,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2021-Q3.tif,viirs_surigao_del_norte_2021-Q3.tif,143.98340838748857
107,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,270.0,2,1,3,0,1,sentinel_2_romblon_2019-Q3.tif,viirs_romblon_2019-Q3.tif,174.6323596725873
112,1,2020,291244296180.30774,118.4352913210933,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2020-Q1.tif,viirs_davao_oriental_2020-Q1.tif,185.13693265704896
97,4,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,340.0,2,1,3,1,2,sentinel_2_ilocos_sur_2020-Q4.tif,viirs_ilocos_sur_2020-Q4.tif,205.04877209256347
96,2,2020,291244296180.30774,117.7956988014519,0,0,0,1,1,0,880.0,2,0,2,0,0,sentinel_2_basilan_2020-Q2.tif,viirs_basilan_2020-Q2.tif,45.45076930004778
23,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,500.0,2,1,3,0,0,sentinel_2_samar_2019-Q3.tif,viirs_samar_2019-Q3.tif,235.6185418834906
28,1,2020,291244296180.30774,118.4352913210933,1,1,1,0,1,0,285.0,2,1,3,0,1,sentinel_2_isabela_2020-Q1.tif,viirs_isabela_2020-Q1.tif,165.67942413778923
25,3,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,265.0,2,1,2,0,1,sentinel_2_quirino_2021-Q3.tif,viirs_quirino_2021-Q3.tif,254.97258022434897
20,4,2021,332183318448.6994,127.389433729792,0,1,0,0,1,1,30.0,2,1,3,0,1,sentinel_2_bulacan_2021-Q4.tif,viirs_bulacan_2021-Q4.tif,190.82931331636124
30,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,150.0,2,1,2,0,1,sentinel_2_occidental_mindoro_2020-Q1.tif,viirs_occidental_mindoro_2020-Q1.tif,280.97814312983866
